variant,scene,category,group,correct,total,accuracy_percent,version,incorrect
U4_additive,leo_low_elev_weak,named,test_rx_5,12628,18000,70.15555555555555,V1,5372
U4_additive,leo_low_elev_weak,named,test_rx_7,6982,18000,38.78888888888889,V1,11018
U4_additive,leo_low_elev_weak,named,test_rx_9,12257,18000,68.09444444444445,V1,5743
U4_additive,leo_low_elev_weak,named,test_rx_10,10812,18000,60.06666666666667,V1,7188
U4_additive,leo_low_elev_weak,named,test_rx_11,10796,18000,59.977777777777774,V1,7204
U4_additive,leo_low_elev_weak,named,test_unseen_day_unseen_rx,23842,42000,56.766666666666666,V1,18158
U4_additive,leo_low_elev_weak,named,test_unseen_day_rx_0,3510,6000,58.5,V1,2490
U4_additive,leo_low_elev_weak,named,test_unseen_day_rx_2,2253,6000,37.55,V1,3747
U4_additive,leo_low_elev_weak,named,test_unseen_day_rx_5,3523,6000,58.71666666666667,V1,2477
U4_additive,leo_low_elev_weak,named,test_unseen_day_rx_7,3206,6000,53.43333333333333,V1,2794
U4_additive,leo_low_elev_weak,named,test_unseen_day_rx_9,3546,6000,59.1,V1,2454
U4_additive,leo_low_elev_weak,named,test_unseen_day_rx_10,4064,6000,67.73333333333333,V1,1936
U4_additive,leo_low_elev_weak,named,test_unseen_day_rx_11,3740,6000,62.333333333333336,V1,2260
U4_additive,leo_low_elev_weak,receiver_all_days,0,16266,24000,67.775,V1,7734
U4_additive,leo_low_elev_weak,receiver_all_days,1,4136,6000,68.93333333333334,V1,1864
U4_additive,leo_low_elev_weak,receiver_all_days,2,10608,24000,44.2,V1,13392
U4_additive,leo_low_elev_weak,receiver_all_days,3,4249,6000,70.81666666666666,V1,1751
U4_additive,leo_low_elev_weak,receiver_all_days,4,4899,6000,81.65,V1,1101
U4_additive,leo_low_elev_weak,receiver_all_days,5,16151,24000,67.29583333333333,V1,7849
U4_additive,leo_low_elev_weak,receiver_all_days,6,4831,6000,80.51666666666667,V1,1169
U4_additive,leo_low_elev_weak,receiver_all_days,7,10188,24000,42.45,V1,13812
U4_additive,leo_low_elev_weak,receiver_all_days,8,4338,6000,72.3,V1,1662
U4_additive,leo_low_elev_weak,receiver_all_days,9,15803,24000,65.84583333333333,V1,8197
U4_additive,leo_low_elev_weak,receiver_all_days,10,14876,24000,61.983333333333334,V1,9124
U4_additive,leo_low_elev_weak,receiver_all_days,11,14536,24000,60.56666666666667,V1,9464
U4_additive,leo_low_elev_weak,class,0,17869,33000,54.14848484848485,V1,15131
U4_additive,leo_low_elev_weak,class,1,9964,33000,30.193939393939395,V1,23036
U4_additive,leo_low_elev_weak,class,2,17294,33000,52.406060606060606,V1,15706
U4_additive,leo_low_elev_weak,class,3,20182,33000,61.157575757575756,V1,12818
U4_additive,leo_low_elev_weak,class,4,27091,33000,82.0939393939394,V1,5909
U4_additive,leo_low_elev_weak,class,5,28481,33000,86.30606060606061,V1,4519
U4_additive,leo_rain_weak,aggregate,all,122032,198000,61.63232323232323,V1,75968
U4_additive,leo_rain_weak,named,test_unseen_day_seen_rx,22703,30000,75.67666666666666,V1,7297
U4_additive,leo_rain_weak,named,test_day_0,22703,30000,75.67666666666666,V1,7297
U4_additive,leo_rain_weak,named,test_seen_day_unseen_rx,75459,126000,59.88809523809524,V1,50541
U4_additive,leo_rain_weak,named,test_rx_0,12808,18000,71.15555555555555,V1,5192
U4_additive,leo_rain_weak,named,test_rx_2,8415,18000,46.75,V1,9585
U4_additive,leo_rain_weak,named,test_rx_5,12794,18000,71.07777777777778,V1,5206
U4_additive,leo_rain_weak,named,test_rx_7,7211,18000,40.06111111111111,V1,10789
U4_additive,leo_rain_weak,named,test_rx_9,12462,18000,69.23333333333333,V1,5538
U4_additive,leo_rain_weak,named,test_rx_10,10822,18000,60.12222222222222,V1,7178
U4_additive,leo_rain_weak,named,test_rx_11,10947,18000,60.81666666666667,V1,7053
U4_additive,leo_rain_weak,named,test_unseen_day_unseen_rx,23870,42000,56.833333333333336,V1,18130
U4_additive,leo_rain_weak,named,test_unseen_day_rx_0,3456,6000,57.6,V1,2544
U4_additive,leo_rain_weak,named,test_unseen_day_rx_2,2231,6000,37.18333333333333,V1,3769
U4_additive,leo_rain_weak,named,test_unseen_day_rx_5,3603,6000,60.05,V1,2397
U4_additive,leo_rain_weak,named,test_unseen_day_rx_7,3214,6000,53.56666666666667,V1,2786
U4_additive,leo_rain_weak,named,test_unseen_day_rx_9,3526,6000,58.766666666666666,V1,2474
U4_additive,leo_rain_weak,named,test_unseen_day_rx_10,4186,6000,69.76666666666667,V1,1814
U4_additive,leo_rain_weak,named,test_unseen_day_rx_11,3654,6000,60.9,V1,2346
U4_additive,leo_rain_weak,receiver_all_days,0,16264,24000,67.76666666666667,V1,7736
U4_additive,leo_rain_weak,receiver_all_days,1,4085,6000,68.08333333333333,V1,1915
U4_additive,leo_rain_weak,receiver_all_days,2,10646,24000,44.358333333333334,V1,13354
U4_additive,leo_rain_weak,receiver_all_days,3,4281,6000,71.35,V1,1719
U4_additive,leo_rain_weak,receiver_all_days,4,5033,6000,83.88333333333334,V1,967
U4_additive,leo_rain_weak,receiver_all_days,5,16397,24000,68.32083333333334,V1,7603
U4_additive,leo_rain_weak,receiver_all_days,6,4845,6000,80.75,V1,1155
U4_additive,leo_rain_weak,receiver_all_days,7,10425,24000,43.4375,V1,13575
U4_additive,leo_rain_weak,receiver_all_days,8,4459,6000,74.31666666666666,V1,1541
U4_additive,leo_rain_weak,receiver_all_days,9,15988,24000,66.61666666666666,V1,8012
U4_additive,leo_rain_weak,receiver_all_days,10,15008,24000,62.53333333333333,V1,8992
U4_additive,leo_rain_weak,receiver_all_days,11,14601,24000,60.8375,V1,9399
U4_additive,leo_rain_weak,class,0,18660,33000,56.54545454545455,V1,14340
U4_additive,leo_rain_weak,class,1,10158,33000,30.78181818181818,V1,22842
U4_additive,leo_rain_weak,class,2,17543,33000,53.160606060606064,V1,15457
U4_additive,leo_rain_weak,class,3,19845,33000,60.13636363636363,V1,13155
U4_additive,leo_rain_weak,class,4,27039,33000,81.93636363636364,V1,5961
U4_additive,leo_rain_weak,class,5,28787,33000,87.23333333333333,V1,4213
U4_bilinear,clean,aggregate,all,152986,198000,77.26565656565657,V1,45014
U4_bilinear,clean,named,test_unseen_day_seen_rx,27692,30000,92.30666666666667,V1,2308
U4_bilinear,clean,named,test_day_0,27692,30000,92.30666666666667,V1,2308
U4_bilinear,clean,named,test_seen_day_unseen_rx,94325,126000,74.86111111111111,V1,31675
U4_bilinear,clean,named,test_rx_0,14955,18000,83.08333333333333,V1,3045
U4_bilinear,clean,named,test_rx_2,10204,18000,56.68888888888889,V1,7796
U4_bilinear,clean,named,test_rx_5,15415,18000,85.63888888888889,V1,2585
U4_bilinear,clean,named,test_rx_7,11242,18000,62.455555555555556,V1,6758
U4_bilinear,clean,named,test_rx_9,13718,18000,76.21111111111111,V1,4282
U4_bilinear,clean,named,test_rx_10,15102,18000,83.9,V1,2898
U4_bilinear,clean,named,test_rx_11,13689,18000,76.05,V1,4311
U4_bilinear,clean,named,test_unseen_day_unseen_rx,30969,42000,73.73571428571428,V1,11031
U4_bilinear,clean,named,test_unseen_day_rx_0,4081,6000,68.01666666666667,V1,1919
U4_bilinear,clean,named,test_unseen_day_rx_2,3093,6000,51.55,V1,2907
U4_bilinear,clean,named,test_unseen_day_rx_5,5010,6000,83.5,V1,990
U4_bilinear,clean,named,test_unseen_day_rx_7,5287,6000,88.11666666666666,V1,713
U4_bilinear,clean,named,test_unseen_day_rx_9,3848,6000,64.13333333333334,V1,2152
U4_bilinear,clean,named,test_unseen_day_rx_10,4933,6000,82.21666666666667,V1,1067
U4_bilinear,clean,named,test_unseen_day_rx_11,4717,6000,78.61666666666666,V1,1283
U4_bilinear,clean,receiver_all_days,0,19036,24000,79.31666666666666,V1,4964
U4_bilinear,clean,receiver_all_days,1,4593,6000,76.55,V1,1407
U4_bilinear,clean,receiver_all_days,2,13297,24000,55.40416666666667,V1,10703
U4_bilinear,clean,receiver_all_days,3,5712,6000,95.2,V1,288
U4_bilinear,clean,receiver_all_days,4,5859,6000,97.65,V1,141
U4_bilinear,clean,receiver_all_days,5,20425,24000,85.10416666666667,V1,3575
U4_bilinear,clean,receiver_all_days,6,5865,6000,97.75,V1,135
U4_bilinear,clean,receiver_all_days,7,16529,24000,68.87083333333334,V1,7471
U4_bilinear,clean,receiver_all_days,8,5663,6000,94.38333333333334,V1,337
U4_bilinear,clean,receiver_all_days,9,17566,24000,73.19166666666666,V1,6434
U4_bilinear,clean,receiver_all_days,10,20035,24000,83.47916666666667,V1,3965
U4_bilinear,clean,receiver_all_days,11,18406,24000,76.69166666666666,V1,5594
U4_bilinear,clean,class,0,30759,33000,93.2090909090909,V1,2241
U4_bilinear,clean,class,1,13833,33000,41.91818181818182,V1,19167
U4_bilinear,clean,class,2,22279,33000,67.51212121212122,V1,10721
U4_bilinear,clean,class,3,23813,33000,72.16060606060606,V1,9187
U4_bilinear,clean,class,4,32503,33000,98.4939393939394,V1,497
U4_bilinear,clean,class,5,29799,33000,90.3,V1,3201
U4_bilinear,leo_clear_weak,aggregate,all,124099,198000,62.67626262626263,V1,73901
U4_bilinear,leo_clear_weak,named,test_unseen_day_seen_rx,23613,30000,78.71,V1,6387
U4_bilinear,leo_clear_weak,named,test_day_0,23613,30000,78.71,V1,6387
U4_bilinear,leo_clear_weak,named,test_seen_day_unseen_rx,75827,126000,60.18015873015873,V1,50173
U4_bilinear,leo_clear_weak,named,test_rx_0,13282,18000,73.78888888888889,V1,4718
U4_bilinear,leo_clear_weak,named,test_rx_2,7775,18000,43.19444444444444,V1,10225
U4_bilinear,leo_clear_weak,named,test_rx_5,13337,18000,74.09444444444445,V1,4663
U4_bilinear,leo_clear_weak,named,test_rx_7,6922,18000,38.455555555555556,V1,11078
U4_bilinear,leo_clear_weak,named,test_rx_9,12093,18000,67.18333333333334,V1,5907
U4_bilinear,leo_clear_weak,named,test_rx_10,11256,18000,62.53333333333333,V1,6744
U4_bilinear,leo_clear_weak,named,test_rx_11,11162,18000,62.01111111111111,V1,6838
U4_bilinear,leo_clear_weak,named,test_unseen_day_unseen_rx,24659,42000,58.71190476190476,V1,17341
U4_bilinear,leo_clear_weak,named,test_unseen_day_rx_0,3747,6000,62.45,V1,2253
U4_bilinear,leo_clear_weak,named,test_unseen_day_rx_2,2000,6000,33.333333333333336,V1,4000
U4_bilinear,leo_clear_weak,named,test_unseen_day_rx_5,3777,6000,62.95,V1,2223
U4_bilinear,leo_clear_weak,named,test_unseen_day_rx_7,3276,6000,54.6,V1,2724
U4_bilinear,leo_clear_weak,named,test_unseen_day_rx_9,3576,6000,59.6,V1,2424
U4_bilinear,leo_clear_weak,named,test_unseen_day_rx_10,4411,6000,73.51666666666667,V1,1589
U4_bilinear,leo_clear_weak,named,test_unseen_day_rx_11,3872,6000,64.53333333333333,V1,2128
U4_bilinear,leo_clear_weak,receiver_all_days,0,17029,24000,70.95416666666667,V1,6971
U4_bilinear,leo_clear_weak,receiver_all_days,1,4357,6000,72.61666666666666,V1,1643
U4_bilinear,leo_clear_weak,receiver_all_days,2,9775,24000,40.729166666666664,V1,14225
U4_bilinear,leo_clear_weak,receiver_all_days,3,4464,6000,74.4,V1,1536
U4_bilinear,leo_clear_weak,receiver_all_days,4,5101,6000,85.01666666666667,V1,899
U4_bilinear,leo_clear_weak,receiver_all_days,5,17114,24000,71.30833333333334,V1,6886
U4_bilinear,leo_clear_weak,receiver_all_days,6,5002,6000,83.36666666666666,V1,998
U4_bilinear,leo_clear_weak,receiver_all_days,7,10198,24000,42.49166666666667,V1,13802
U4_bilinear,leo_clear_weak,receiver_all_days,8,4689,6000,78.15,V1,1311
U4_bilinear,leo_clear_weak,receiver_all_days,9,15669,24000,65.2875,V1,8331
U4_bilinear,leo_clear_weak,receiver_all_days,10,15667,24000,65.27916666666667,V1,8333
U4_bilinear,leo_clear_weak,receiver_all_days,11,15034,24000,62.641666666666666,V1,8966
U4_bilinear,leo_clear_weak,class,0,18639,33000,56.481818181818184,V1,14361
U4_bilinear,leo_clear_weak,class,1,10681,33000,32.36666666666667,V1,22319
U4_bilinear,leo_clear_weak,class,2,16226,33000,49.16969696969697,V1,16774
U4_bilinear,leo_clear_weak,class,3,22424,33000,67.95151515151515,V1,10576
U4_bilinear,leo_clear_weak,class,4,27126,33000,82.2,V1,5874
U4_bilinear,leo_clear_weak,class,5,29003,33000,87.88787878787879,V1,3997
U4_bilinear,leo_low_elev_weak,aggregate,all,120138,198000,60.67575757575757,V1,77862
U4_bilinear,leo_low_elev_weak,named,test_unseen_day_seen_rx,22517,30000,75.05666666666667,V1,7483
U4_bilinear,leo_low_elev_weak,named,test_day_0,22517,30000,75.05666666666667,V1,7483
U4_bilinear,leo_low_elev_weak,named,test_seen_day_unseen_rx,73762,126000,58.541269841269845,V1,52238
U4_bilinear,leo_low_elev_weak,named,test_rx_0,12699,18000,70.55,V1,5301
U4_bilinear,leo_low_elev_weak,named,test_rx_2,7814,18000,43.41111111111111,V1,10186
U4_bilinear,leo_low_elev_weak,named,test_rx_5,12830,18000,71.27777777777777,V1,5170
U4_bilinear,leo_low_elev_weak,named,test_rx_7,6899,18000,38.327777777777776,V1,11101
U4_bilinear,leo_low_elev_weak,named,test_rx_9,11986,18000,66.58888888888889,V1,6014
U4_bilinear,leo_low_elev_weak,named,test_rx_10,10773,18000,59.85,V1,7227
U4_bilinear,leo_low_elev_weak,named,test_rx_11,10761,18000,59.78333333333333,V1,7239
U4_bilinear,leo_low_elev_weak,named,test_unseen_day_unseen_rx,23859,42000,56.80714285714286,V1,18141
U4_bilinear,leo_low_elev_weak,named,test_unseen_day_rx_0,3603,6000,60.05,V1,2397
U4_bilinear,leo_low_elev_weak,named,test_unseen_day_rx_2,2216,6000,36.93333333333333,V1,3784
U4_bilinear,leo_low_elev_weak,named,test_unseen_day_rx_5,3581,6000,59.68333333333333,V1,2419
U4_bilinear,leo_low_elev_weak,named,test_unseen_day_rx_7,3084,6000,51.4,V1,2916
U4_bilinear,leo_low_elev_weak,named,test_unseen_day_rx_9,3543,6000,59.05,V1,2457
U4_bilinear,leo_low_elev_weak,named,test_unseen_day_rx_10,4072,6000,67.86666666666666,V1,1928
U4_bilinear,leo_low_elev_weak,named,test_unseen_day_rx_11,3760,6000,62.666666666666664,V1,2240
U4_bilinear,leo_low_elev_weak,receiver_all_days,0,16302,24000,67.925,V1,7698
U4_bilinear,leo_low_elev_weak,receiver_all_days,1,4126,6000,68.76666666666667,V1,1874
U4_bilinear,leo_low_elev_weak,receiver_all_days,2,10030,24000,41.791666666666664,V1,13970
U4_bilinear,leo_low_elev_weak,receiver_all_days,3,4225,6000,70.41666666666667,V1,1775
U4_bilinear,leo_low_elev_weak,receiver_all_days,4,4929,6000,82.15,V1,1071
U4_bilinear,leo_low_elev_weak,receiver_all_days,5,16411,24000,68.37916666666666,V1,7589
U4_bilinear,leo_low_elev_weak,receiver_all_days,6,4816,6000,80.26666666666667,V1,1184
U4_bilinear,leo_low_elev_weak,receiver_all_days,7,9983,24000,41.59583333333333,V1,14017
U4_bilinear,leo_low_elev_weak,receiver_all_days,8,4421,6000,73.68333333333334,V1,1579
U4_bilinear,leo_low_elev_weak,receiver_all_days,9,15529,24000,64.70416666666667,V1,8471
U4_bilinear,leo_low_elev_weak,receiver_all_days,10,14845,24000,61.854166666666664,V1,9155
U4_bilinear,leo_low_elev_weak,receiver_all_days,11,14521,24000,60.50416666666667,V1,9479
U4_bilinear,leo_low_elev_weak,class,0,18605,33000,56.378787878787875,V1,14395
U4_bilinear,leo_low_elev_weak,class,1,9836,33000,29.806060606060605,V1,23164
U4_bilinear,leo_low_elev_weak,class,2,15501,33000,46.972727272727276,V1,17499
U4_bilinear,leo_low_elev_weak,class,3,21285,33000,64.5,V1,11715
U4_bilinear,leo_low_elev_weak,class,4,26005,33000,78.8030303030303,V1,6995
U4_bilinear,leo_low_elev_weak,class,5,28906,33000,87.5939393939394,V1,4094
U4_bilinear,leo_rain_weak,aggregate,all,121153,198000,61.188383838383835,V1,76847
U4_bilinear,leo_rain_weak,named,test_unseen_day_seen_rx,22842,30000,76.14,V1,7158
U4_bilinear,leo_rain_weak,named,test_day_0,22842,30000,76.14,V1,7158
U4_bilinear,leo_rain_weak,named,test_seen_day_unseen_rx,74399,126000,59.0468253968254,V1,51601
U4_bilinear,leo_rain_weak,named,test_rx_0,12739,18000,70.77222222222223,V1,5261
U4_bilinear,leo_rain_weak,named,test_rx_2,7829,18000,43.49444444444445,V1,10171
U4_bilinear,leo_rain_weak,named,test_rx_5,13033,18000,72.40555555555555,V1,4967
U4_bilinear,leo_rain_weak,named,test_rx_7,7029,18000,39.05,V1,10971
U4_bilinear,leo_rain_weak,named,test_rx_9,12115,18000,67.30555555555556,V1,5885
U4_bilinear,leo_rain_weak,named,test_rx_10,10714,18000,59.522222222222226,V1,7286
U4_bilinear,leo_rain_weak,named,test_rx_11,10940,18000,60.77777777777778,V1,7060
U4_bilinear,leo_rain_weak,named,test_unseen_day_unseen_rx,23912,42000,56.93333333333333,V1,18088
U4_bilinear,leo_rain_weak,named,test_unseen_day_rx_0,3550,6000,59.166666666666664,V1,2450
U4_bilinear,leo_rain_weak,named,test_unseen_day_rx_2,2146,6000,35.766666666666666,V1,3854
U4_bilinear,leo_rain_weak,named,test_unseen_day_rx_5,3676,6000,61.266666666666666,V1,2324
U4_bilinear,leo_rain_weak,named,test_unseen_day_rx_7,3130,6000,52.166666666666664,V1,2870
U4_bilinear,leo_rain_weak,named,test_unseen_day_rx_9,3524,6000,58.733333333333334,V1,2476
U4_bilinear,leo_rain_weak,named,test_unseen_day_rx_10,4224,6000,70.4,V1,1776
U4_bilinear,leo_rain_weak,named,test_unseen_day_rx_11,3662,6000,61.03333333333333,V1,2338
U4_bilinear,leo_rain_weak,receiver_all_days,0,16289,24000,67.87083333333334,V1,7711
U4_bilinear,leo_rain_weak,receiver_all_days,1,4204,6000,70.06666666666666,V1,1796
U4_bilinear,leo_rain_weak,receiver_all_days,2,9975,24000,41.5625,V1,14025
U4_bilinear,leo_rain_weak,receiver_all_days,3,4250,6000,70.83333333333333,V1,1750
U4_bilinear,leo_rain_weak,receiver_all_days,4,5044,6000,84.06666666666666,V1,956
U4_bilinear,leo_rain_weak,receiver_all_days,5,16709,24000,69.62083333333334,V1,7291
U4_bilinear,leo_rain_weak,receiver_all_days,6,4842,6000,80.7,V1,1158
U4_bilinear,leo_rain_weak,receiver_all_days,7,10159,24000,42.329166666666666,V1,13841
U4_bilinear,leo_rain_weak,receiver_all_days,8,4502,6000,75.03333333333333,V1,1498
U4_bilinear,leo_rain_weak,receiver_all_days,9,15639,24000,65.1625,V1,8361
U4_bilinear,leo_rain_weak,receiver_all_days,10,14938,24000,62.24166666666667,V1,9062
U4_bilinear,leo_rain_weak,receiver_all_days,11,14602,24000,60.84166666666667,V1,9398
U4_bilinear,leo_rain_weak,class,0,19295,33000,58.46969696969697,V1,13705
U4_bilinear,leo_rain_weak,class,1,10034,33000,30.406060606060606,V1,22966
U4_bilinear,leo_rain_weak,class,2,15715,33000,47.621212121212125,V1,17285
U4_bilinear,leo_rain_weak,class,3,21002,33000,63.64242424242424,V1,11998
U4_bilinear,leo_rain_weak,class,4,25919,33000,78.54242424242425,V1,7081
U4_bilinear,leo_rain_weak,class,5,29188,33000,88.44848484848485,V1,3812
U5,clean,aggregate,all,156854,198000,79.21919191919191,V1,41146
U5,clean,named,test_unseen_day_seen_rx,27933,30000,93.11,V1,2067
U5,clean,named,test_day_0,27933,30000,93.11,V1,2067
U5,clean,named,test_seen_day_unseen_rx,97877,126000,77.68015873015872,V1,28123
U5,clean,named,test_rx_0,15236,18000,84.64444444444445,V1,2764
U5,clean,named,test_rx_2,11039,18000,61.327777777777776,V1,6961
U5,clean,named,test_rx_5,15446,18000,85.81111111111112,V1,2554
U5,clean,named,test_rx_7,12029,18000,66.82777777777778,V1,5971
U5,clean,named,test_rx_9,14175,18000,78.75,V1,3825
U5,clean,named,test_rx_10,14694,18000,81.63333333333334,V1,3306
U5,clean,named,test_rx_11,15258,18000,84.76666666666667,V1,2742
U5,clean,named,test_unseen_day_unseen_rx,31044,42000,73.91428571428571,V1,10956
U5,clean,named,test_unseen_day_rx_0,3940,6000,65.66666666666667,V1,2060
U5,clean,named,test_unseen_day_rx_2,3499,6000,58.31666666666667,V1,2501
U5,clean,named,test_unseen_day_rx_5,5046,6000,84.1,V1,954
U5,clean,named,test_unseen_day_rx_7,5322,6000,88.7,V1,678
U5,clean,named,test_unseen_day_rx_9,3801,6000,63.35,V1,2199
U5,clean,named,test_unseen_day_rx_10,4690,6000,78.16666666666667,V1,1310
U5,clean,named,test_unseen_day_rx_11,4746,6000,79.1,V1,1254
U5,clean,receiver_all_days,0,19176,24000,79.9,V1,4824
U5,clean,receiver_all_days,1,4868,6000,81.13333333333334,V1,1132
U5,clean,receiver_all_days,2,14538,24000,60.575,V1,9462
U5,clean,receiver_all_days,3,5675,6000,94.58333333333333,V1,325
U5,clean,receiver_all_days,4,5854,6000,97.56666666666666,V1,146
U5,clean,receiver_all_days,5,20492,24000,85.38333333333334,V1,3508
U5,clean,receiver_all_days,6,5947,6000,99.11666666666666,V1,53
U5,clean,receiver_all_days,7,17351,24000,72.29583333333333,V1,6649
U5,clean,receiver_all_days,8,5589,6000,93.15,V1,411
U5,clean,receiver_all_days,9,17976,24000,74.9,V1,6024
U5,clean,receiver_all_days,10,19384,24000,80.76666666666667,V1,4616
U5,clean,receiver_all_days,11,20004,24000,83.35,V1,3996
U5,clean,class,0,31861,33000,96.54848484848485,V1,1139
U5,clean,class,1,21985,33000,66.62121212121212,V1,11015
U5,clean,class,2,20492,33000,62.096969696969694,V1,12508
U5,clean,class,3,20654,33000,62.587878787878786,V1,12346
U5,clean,class,4,32687,33000,99.05151515151515,V1,313
U5,clean,class,5,29175,33000,88.4090909090909,V1,3825
U5,leo_clear_weak,aggregate,all,127739,198000,64.51464646464646,V1,70261
U5,leo_clear_weak,named,test_unseen_day_seen_rx,23920,30000,79.73333333333333,V1,6080
U5,leo_clear_weak,named,test_day_0,23920,30000,79.73333333333333,V1,6080
U5,leo_clear_weak,named,test_seen_day_unseen_rx,78817,126000,62.553174603174604,V1,47183
U5,leo_clear_weak,named,test_rx_0,13199,18000,73.32777777777778,V1,4801
U5,leo_clear_weak,named,test_rx_2,8503,18000,47.23888888888889,V1,9497
U5,leo_clear_weak,named,test_rx_5,13247,18000,73.59444444444445,V1,4753
U5,leo_clear_weak,named,test_rx_7,7412,18000,41.17777777777778,V1,10588
U5,leo_clear_weak,named,test_rx_9,12946,18000,71.92222222222222,V1,5054
U5,leo_clear_weak,named,test_rx_10,11261,18000,62.56111111111111,V1,6739
U5,leo_clear_weak,named,test_rx_11,12249,18000,68.05,V1,5751
U5,leo_clear_weak,named,test_unseen_day_unseen_rx,25002,42000,59.52857142857143,V1,16998
U5,leo_clear_weak,named,test_unseen_day_rx_0,3711,6000,61.85,V1,2289
U5,leo_clear_weak,named,test_unseen_day_rx_2,2330,6000,38.833333333333336,V1,3670
U5,leo_clear_weak,named,test_unseen_day_rx_5,3703,6000,61.71666666666667,V1,2297
U5,leo_clear_weak,named,test_unseen_day_rx_7,3282,6000,54.7,V1,2718
U5,leo_clear_weak,named,test_unseen_day_rx_9,3706,6000,61.766666666666666,V1,2294
U5,leo_clear_weak,named,test_unseen_day_rx_10,4340,6000,72.33333333333333,V1,1660
U5,leo_clear_weak,named,test_unseen_day_rx_11,3930,6000,65.5,V1,2070
U5,leo_clear_weak,receiver_all_days,0,16910,24000,70.45833333333333,V1,7090
U5,leo_clear_weak,receiver_all_days,1,4659,6000,77.65,V1,1341
U5,leo_clear_weak,receiver_all_days,2,10833,24000,45.1375,V1,13167
U5,leo_clear_weak,receiver_all_days,3,4400,6000,73.33333333333333,V1,1600
U5,leo_clear_weak,receiver_all_days,4,4932,6000,82.2,V1,1068
U5,leo_clear_weak,receiver_all_days,5,16950,24000,70.625,V1,7050
U5,leo_clear_weak,receiver_all_days,6,5243,6000,87.38333333333334,V1,757
U5,leo_clear_weak,receiver_all_days,7,10694,24000,44.55833333333333,V1,13306
U5,leo_clear_weak,receiver_all_days,8,4686,6000,78.1,V1,1314
U5,leo_clear_weak,receiver_all_days,9,16652,24000,69.38333333333334,V1,7348
U5,leo_clear_weak,receiver_all_days,10,15601,24000,65.00416666666666,V1,8399
U5,leo_clear_weak,receiver_all_days,11,16179,24000,67.4125,V1,7821
U5,leo_clear_weak,class,0,21120,33000,64.0,V1,11880
U5,leo_clear_weak,class,1,17668,33000,53.53939393939394,V1,15332
U5,leo_clear_weak,class,2,15966,33000,48.38181818181818,V1,17034
U5,leo_clear_weak,class,3,17073,33000,51.736363636363635,V1,15927
U5,leo_clear_weak,class,4,26790,33000,81.18181818181819,V1,6210
U5,leo_clear_weak,class,5,29122,33000,88.24848484848485,V1,3878
U5,leo_low_elev_weak,aggregate,all,122526,198000,61.88181818181818,V1,75474
U5,leo_low_elev_weak,named,test_unseen_day_seen_rx,22658,30000,75.52666666666667,V1,7342
U5,leo_low_elev_weak,named,test_day_0,22658,30000,75.52666666666667,V1,7342
U5,leo_low_elev_weak,named,test_seen_day_unseen_rx,75868,126000,60.212698412698415,V1,50132
U5,leo_low_elev_weak,named,test_rx_0,12580,18000,69.88888888888889,V1,5420
U5,leo_low_elev_weak,named,test_rx_2,8504,18000,47.24444444444445,V1,9496
U5,leo_low_elev_weak,named,test_rx_5,12702,18000,70.56666666666666,V1,5298
U5,leo_low_elev_weak,named,test_rx_7,7487,18000,41.59444444444444,V1,10513
U5,leo_low_elev_weak,named,test_rx_9,12516,18000,69.53333333333333,V1,5484
U5,leo_low_elev_weak,named,test_rx_10,10653,18000,59.18333333333333,V1,7347
U5,leo_low_elev_weak,named,test_rx_11,11426,18000,63.477777777777774,V1,6574
U5,leo_low_elev_weak,named,test_unseen_day_unseen_rx,24000,42000,57.142857142857146,V1,18000
U5,leo_low_elev_weak,named,test_unseen_day_rx_0,3438,6000,57.3,V1,2562
U5,leo_low_elev_weak,named,test_unseen_day_rx_2,2432,6000,40.53333333333333,V1,3568
U5,leo_low_elev_weak,named,test_unseen_day_rx_5,3522,6000,58.7,V1,2478
U5,leo_low_elev_weak,named,test_unseen_day_rx_7,3111,6000,51.85,V1,2889
U5,leo_low_elev_weak,named,test_unseen_day_rx_9,3641,6000,60.68333333333333,V1,2359
U5,leo_low_elev_weak,named,test_unseen_day_rx_10,3994,6000,66.56666666666666,V1,2006
U5,leo_low_elev_weak,named,test_unseen_day_rx_11,3862,6000,64.36666666666666,V1,2138
U5,leo_low_elev_weak,receiver_all_days,0,16018,24000,66.74166666666666,V1,7982
U5,leo_low_elev_weak,receiver_all_days,1,4440,6000,74.0,V1,1560
U5,leo_low_elev_weak,receiver_all_days,2,10936,24000,45.56666666666667,V1,13064
U5,leo_low_elev_weak,receiver_all_days,3,4186,6000,69.76666666666667,V1,1814
U5,leo_low_elev_weak,receiver_all_days,4,4727,6000,78.78333333333333,V1,1273
U5,leo_low_elev_weak,receiver_all_days,5,16224,24000,67.6,V1,7776
U5,leo_low_elev_weak,receiver_all_days,6,4939,6000,82.31666666666666,V1,1061
U5,leo_low_elev_weak,receiver_all_days,7,10598,24000,44.15833333333333,V1,13402
U5,leo_low_elev_weak,receiver_all_days,8,4366,6000,72.76666666666667,V1,1634
U5,leo_low_elev_weak,receiver_all_days,9,16157,24000,67.32083333333334,V1,7843
U5,leo_low_elev_weak,receiver_all_days,10,14647,24000,61.02916666666667,V1,9353
U5,leo_low_elev_weak,receiver_all_days,11,15288,24000,63.7,V1,8712
